x,y,humid,humid90,temp,temp90,h10pix,h10pix90,trees,trees90,NoYes,Xmin,Xmax,Ymin,Ymax
-2.66659061783224,6.956064085272242,9.39266710281372,9.3970004081726,8.58333015441895,8.6741683959961,9.8752784729004,9.8752784729004,68.5,69.7,0,15,16,53,52.5
-219.55020594750104,82.17018340374635,11.3316698074341,12.9586095809937,10.4833002090454,13.7582998275757,13.6300001144409,15.1705598831177,24,74,0,168.5,178.5,-35.5,-46.5
-57.43747468994608,-9.361007748931414,12.0709700584412,13.9869446754456,16.1666507720947,18.1833505630493,14.2852802276611,14.2852802276611,3,62,0,51,56,37.5,36
-36.18124994970235,8.40285788991401,23.4679155349731,25.1965246200562,26.5124998092651,27.6666498184204,27.6558303833008,27.6558303833008,4.5,24.5,1,38,41.5,-0.5,-4.5
-49.05652530651766,-22.085870697447646,20.8237510681152,23.6308614730835,23.5291500091553,25.9624704360962,30.128059387207,30.3172206878662,0,0,0,46,48.5,16.5,13.5
1.773888760046162,-22.33333335052798,15.8066137313843,16.2010585784912,27.4832992553711,28.0133407592773,23.3941707611084,25.0367218017578,0,5,1,10.5,12.5,13,10.5
13.826061308000511,-16.34916270018733,10.7157758712769,10.773943901062,11.2833003997803,11.3500200271606,12.0402803421021,12.081614112854,10,72.4,0,2,3.5,48.5,48
-17.108495120743136,-9.847034210244143,9.69530563354492,9.8104721069336,7.80416989326477,8.67083206176758,11.9813899993896,12.0881401062012,26.5,64.6,0,24.5,25.5,46.5,46
55.81769526566898,-61.75457446287093,1.75611102581024,2.70875000953674,-18.683349609375,-10.0707998275757,4.31652736663818,7.78333282470703,22.70145875251509,35.21498993963784,0,-44,-13.5,81,60.5
-8.560398984501633,23.03640810002578,20.7337482452393,21.1298868179321,26.0791997909546,26.7200107574463,25.204719543457,25.9967527389526,30,48.6,0,19.5,22,9,7
-6.72907309553679,-5.221142797471429,7.99555587768555,8.00236129760742,5.33749985694885,5.52917003631592,9.18625020980835,9.36555576324463,61,66.5,0,17,18.5,60,59.5
37.414420813418424,47.7652037005608,24.9952793121338,25.7101402282715,25.5916500091553,25.9166498184204,28.6554155349731,28.8666658401489,44.5,81,1,-11,-10.5,8.5,7.5
29.714947883714608,-3.6692882277433267,11.8223321914673,12.057444190979,13.9041996002197,14.2541996002197,14.8005599975586,14.8005599975586,38,58.8,0,-8,-7.5,40.5,40.5
103.05742035427193,58.77978275375343,19.6952772140503,19.7819452285767,21.1791505813599,21.3958307266235,22.2836093902588,22.2836093902588,48.5,61.7,1,-56,-55.5,-26.5,-26.5
28.27831512733759,-39.40983374482015,13.4572513580322,13.5524173736572,16.683349609375,16.7566696166992,15.3993048667908,15.4389727592468,12.5,13.7,0,-8.5,-8,38,38
14.883102332707118,-38.83809182369967,14.0919196128845,14.2034195899963,17.9499998092651,18.0099996566772,15.0658302307129,15.0658302307129,9.5,12.3,0,1,1.5,36,36
91.10108790346159,20.77287563749916,22.3281135559082,23.7373340606689,24.3083000183105,25.6832992553711,26.499719619751,27.9349994659424,18,30.6,1,-52.5,-46,-13.5,-19.5
128.18826527534787,2.8908434598213,26.8604419708252,26.9797740936279,25.9333000183105,25.9466606140137,27.1766700744629,27.1766700744629,29,45.8,1,-77.5,-76.5,21,20.5
28.396020597927716,-19.523420886980713,18.4265316009521,19.2287265777588,27.9958505630493,28.7933603286743,22.333194732666,25.3298889160156,2,12.1,0,-8.5,-6,15,11.5
-51.967344446012184,-38.08070167574515,13.9486103057861,13.9486103057861,25.2999992370605,25.2999992370605,20.8850002288818,20.8850002288818,0,0,0,48.5,48.5,29.5,29.5
126.22420542452856,-9.684598337169051,16.1980014801025,16.4718318939209,17.9333000183105,18.2283393859863,25.9836101531982,26.396000289917,0,6,1,-75.5,-75,-14,-15
-140.0078003153304,5.3794073787130925,16.1909412384033,16.8244995117187,15.5583500862122,16.7933002471924,18.298059463501,19.2118606567383,9.5,60.7,0,109,116,32.5,29
-59.60747422889697,-28.91592214054606,21.8312801361084,22.0659412384033,26.9416999816895,27.1649803161621,25.7066707611084,27.6141700744629,0,0,0,52.5,56,24.5,22.5
-121.80197598788091,70.53239260420875,28.2897205352783,28.6363906860352,25.3083000183105,25.6499996185303,29.7941703796387,29.8736095428467,66,75,1,102,103.5,4,2.5
17.08134544833076,-2.4099051928121615,23.4427795410156,23.4427795410156,26.8332996368408,26.8332996368408,29.1766700744629,29.1766700744629,17,17,1,1.5,1.5,8.5,8.5
-163.3800855913204,-31.57230919678312,11.3722816467285,11.4126140594482,10.2792000770569,10.7150100708008,15.1080551147461,15.2347202301025,7,11.5,0,127,128,37.5,37
-136.51412785411196,4.22941975209805,27.079439163208,27.079439163208,26.0333003997803,26.0333003997803,29.8813896179199,29.8813896179199,0,0,1,110.5,110.5,-8,-8
157.4293991107484,-27.95716047201291,16.2217771530151,16.5279993057251,22.4791507720947,23.1024707794189,27.7244491577148,27.7244491577148,12,12.8,0,-99,-98.5,18.5,18.5
3.369407576845765,6.508214771830526,8.95727787017822,9.15983333587647,7.72499990463257,8.2950002670288,10.2808303833008,10.3687196731567,63,71.6,0,10.5,12,51,50.5
-123.51278003612364,-10.129026477968091,27.6213611602783,27.844527053833,27.8208503723145,28.1175300598145,28.9594402313232,28.9594402313232,3,5.4,1,100,100.5,14.5,14
15.24030823696729,-16.622968043004178,10.9705516815186,11.0782505989075,10.9499998092651,11.2450103759766,12.7330598831177,12.9594402313232,8,72,0,0.5,3,48,46.5
24.98993191688451,17.137101807782656,26.6467239379883,26.8359474182129,26.6417007446289,26.7216995239258,29.0588893890381,29.0588893890381,28,37.6,1,-3.5,-3,6.5,6
-120.67014547377845,37.90103466182403,27.1600315093994,27.3151973724365,27.625,28.0916805267334,28.9155597686768,28.9155597686768,31.5,65.9,1,99.5,101,15.5,15.5
119.04455227890652,22.404045725462957,26.9433307647705,27.1677799224854,27.1667003631592,27.6082992553711,29.3002796173096,29.3174991607666,31,57,1,-71,-68,8.5,7.5
144.14218970249402,-0.3126475755851267,24.6655282974243,24.7003622055054,26.7083501815796,26.7750303268433,29.1709699630737,29.1741933822632,21,37.8,1,-88.5,-88,13,13
-129.6785955674487,-12.778199947826868,25.9466705322266,25.9466705322266,27.00830078125,27.00830078125,28.9155597686768,28.9155597686768,3,3,1,104.5,104.5,15.5,15.5
-23.274377185741248,-37.818762711739,10.9172201156616,11.1495800018311,14.1208000183105,15.4624996185303,14.5022201538086,14.5434699058533,8,17,0,27.5,29,39,38
2.4592533178150524,-64.16797993661642,5.65000009536743,5.65000009536743,1.52499997615814,1.52499997615814,13.2630596160889,13.2630596160889,0,0,0,9,9,46.5,46.5
129.29856964497114,79.97845285539209,10.414719581604,10.5494403839111,9.55832958221436,10.3832998275757,11.6994400024414,12.0074996948242,65,77,0,-74,-71.5,-40,-44
-27.97483706790243,-40.09008643507807,15.9563903808594,15.9563903808594,21.4083003997803,21.4083003997803,17.5083293914795,17.5083293914795,1,1,0,31.5,31.5,30,30
-37.37416467187162,-45.13344423421613,8.6744441986084,9.20916652679443,17.99169921875,18.63330078125,16.1752796173096,17.1016693115234,0,0,0,36.5,39.5,33,32
-147.67349501143408,-3.7707065717405444,15.7905597686768,16.2527809143066,15.3583002090454,16.0333003997803,18.2077808380127,20.4325008392334,2,52,0,115.5,119.5,34,29.5
7.183918715325974,-45.82079430912908,10.1903618812561,10.8173334121704,22.6041498184204,23.1675302505493,14.6575002670288,15.6997203826904,0,0,0,3.5,9.5,33,28.5
21.809738002333315,-17.911496408832466,18.8147497177124,18.8882493972778,28.1083507537842,28.1816707611084,25.583475112915,25.9169193267822,7,7,1,-2.5,-2.5,12,11.5
132.56215261390403,-0.9853941674464812,26.6175003051758,26.6175003051758,25.2166996002197,25.2166996002197,29.725830078125,29.725830078125,25,25,1,-80,-80,8.5,8.5
149.3338678534919,43.58116895972928,25.0426383972168,25.4418060302734,23.875,24.1533096313477,28.232780456543,28.232780456543,71.5,75.1,1,-90.5,-89.5,15.5,15
27.97226340574683,-38.30853530174819,13.4215578079224,13.6286657333374,16.3083000183105,16.3216606140137,15.600830078125,15.600830078125,3,22.2,0,-8.5,-7.5,37,37
232.29372909928014,-65.38149250914003,4.83866682052612,5.84413909912109,-5.40416502952576,0.474999994039536,6.02722215652466,7.24833297729492,7,44,0,-177,-130,71,51.5
9.638539519405962,69.18836330439149,27.6448650360107,27.7283353805542,25.8625001907349,26.0416507720947,28.4905605316162,28.6780605316162,69,79,0,9.5,10.5,-1,-2.5
-24.027802641214578,-54.49594548297238,10.4327802658081,10.4327802658081,10.2917003631592,10.2917003631592,12.9486103057861,12.9486103057861,4,4,0,28,28,45.5,45.5
21.801616155404528,-23.54308916922489,18.2093082427979,18.375142288208,28.375,28.468310546875,24.2208347320557,24.8403930664062,1,4.5,1,-3,-2.5,13,12.5
-6.558317869930527,24.77164565030302,17.1696126937866,18.0060817718506,21.6291999816895,22.5266902923584,19.3313903808594,22.2013610839844,17,33.6,1,17,23,-14,-18
-37.59826972315897,-1.071985339045696,25.5655824661255,26.8335868835449,27.6333503723145,28.6266407012939,27.6558303833008,27.6558303833008,1,14.9,1,39,41.5,4,-2
-91.84218804100436,9.188591428788646,27.7672197341919,28.5220569610596,27.4958505630493,28.3624898910522,29.6433296203613,29.6433296203613,7,33,1,77,80.5,13,8
131.90701921995895,16.077717415833536,12.84694480896,13.3316650390625,13.5625,14.4000000953674,16.8061103820801,17.3241691589355,62.5,78.5,0,-82.5,-75.5,39,36.5
6.29260725947761,0.8681349125967157,24.9102203369141,25.1449731826782,26.8666496276855,27.2716407775879,29.3330593109131,29.3330593109131,14.5,20.9,1,8.5,10,8,6.5
130.43576177134085,-13.903419967037973,9.69072561264038,9.92561540603638,10.8041501045227,11.0408303260803,28.1569452285767,28.1576128005981,10,12.4,1,-78.5,-78.5,-2,-2.5
130.10589126051963,65.10676321743954,26.0689994812012,26.4931083679199,25.625,26.0833202362061,29.725830078125,29.8859420776367,76,83,1,-76.5,-74,1,-0.5
144.2803314546225,45.44582501873578,20.1411100387573,20.5011102676392,21.8833503723145,22.3100303649902,29.1749992370605,29.1749992370605,74.5,75.7,1,-86.5,-86,14,14
-124.63353580353056,-11.109946046853318,28.1977806091309,28.1977806091309,28.0916996002197,28.0916996002197,28.9594402313232,28.9594402313232,3,3,1,101,101,14,14
108.3017852426008,5.346419868057471,8.80180549621582,8.95500040054321,5.69583487510681,6.60833501815796,9.93166637420654,10.1820831298828,63.5,74,0,-65.5,-60,46.5,43.5
11.811575824247097,-3.358395231775329,12.1830596923828,12.1830596923828,16.0832996368408,16.0832996368408,14.6575002670288,14.6575002670288,45,45,0,5,5,36.5,36.5
37.52813552380942,-1.887204298062518,19.8743867874146,20.3381641387939,28.495849609375,28.9957992553711,26.4722194671631,27.6922206878662,13,32.4,1,-14.5,-11.5,14.5,12.5
-141.6693075685746,-35.10112608795347,6.55122256278992,7.24716682434082,3.80417001247406,7.61416802406311,9.29583358764648,12.019803237915,0,30.7,0,98,126,53,37.5
-42.21695926327222,-55.86548465380072,5.14166688919067,5.14166688919067,4.55000019073486,4.55000019073486,12.7475004196167,12.7475004196167,0,0,0,41,41,40.5,40.5
101.16012399565582,28.438460341868574,14.9551396369934,15.0747246742249,17.8083505630493,18.058349609375,19.317084312439,19.5074996948242,17.5,31.5,0,-56,-55,-32,-33
5.644372795087635,61.144277999857714,25.2811092376709,25.6410305023193,24.8207998275757,25.1174896240234,28.1825008392334,28.2522201538086,48.5,81,0,12,13,-2.5,-4.5
-125.84367786316321,22.671799526903754,26.9683891296387,26.9887229919434,27.1708002090454,27.3224905014038,28.9155597686768,28.9155597686768,11.5,55,1,103,103.5,15,14
-0.9498225895735984,29.994365423975967,21.3602798461914,21.6402503967285,23.7874994277954,24.6116394042969,26.2244491577148,27.499439239502,41,48.5,0,15,16.5,6,5
-25.369713704947813,18.249779357463503,18.8720546722412,19.5944480895996,22.5750007629395,22.8100196838379,24.3016700744629,24.8095581054688,19,30.6,1,31.5,34,-4.5,-7
-135.49675328659518,77.84660665574692,28.5764492034912,29.2945598602295,25.25,26.0149806976318,30.0605602264404,30.0616703033447,73,79,1,110,115.5,4.5,1
-56.13195557514004,-35.629680770761006,18.2223634719849,19.3158920288086,23.4124994277954,24.6058595657349,22.6999998092651,23.1227798461914,0,0.199999999999999,0,50.5,52.5,30,27.5
32.39248308462088,-0.3760022377290418,19.3509437561035,19.4714416503906,26.5,26.9549797058105,28.5088901519775,28.5088901519775,15,30.2,1,-9.5,-9,12,11
11.882578213589566,17.615236187801056,29.1741672515869,29.1758358001709,26.8000001907349,26.8616895675659,29.3330593109131,29.3330593109131,23.5,38.1,1,5.5,6.5,5.5,5
28.77529953790082,-48.291697506996755,13.5624398231506,13.6654398918152,16.245849609375,16.5691696166992,15.1541647911072,15.310608959198,4.5,6.5,0,-9,-9,39,38.5
128.63071341558566,74.28453150840268,28.399552154541,29.4154403686523,26.3500003814697,26.7949993133545,30.326940536499,30.5997200012207,81,86,1,-77.5,-70,-0.5,-8.5
25.783664949872712,12.442367768407358,28.225830078125,28.225830078125,26.5832996368408,26.5832996368408,29.0588893890381,29.0588893890381,28,28,1,-4,-4,5.5,5.5
147.28837222646942,42.92586995826026,25.1500562667847,25.4986684799194,25.7875003814697,26.0841997146606,28.2280597686768,28.232780456543,61,89.4,1,-90,-87.5,21,20
118.34850718198403,0.7564030116836649,22.8661098480225,22.8661098480225,23.1417007446289,23.1417007446289,28.041109085083,28.041109085083,35,35,1,-70,-70,18.5,18.5
15.720364698871137,-42.71810998184777,14.4577798843384,14.4577798843384,18.0583000183105,18.0583000183105,15.0658302307129,15.0658302307129,7,7,0,0.5,0.5,35.5,35.5
6.152818638500998,-67.81592490160432,10.2669401168823,10.2669401168823,8.875,8.875,11.0672197341919,11.0672197341919,0,0,0,6,6,53,53
-79.07831503002419,-47.67406049229669,1.11041627526283,1.82536128759384,4.64166498184204,6.04666886329651,17.4176349639893,17.516939163208,0,0.6,0,67,68,35,34
-13.570466249606632,-26.178522300503104,10.7417238235474,10.769944190979,11.1332998275757,11.4016998291016,12.4569396972656,12.6054399490356,5,52.2,0,21,22.5,45.5,45
-123.96537984178735,-11.703093173866412,27.583890914917,27.583890914917,28.1833000183105,28.1833000183105,28.9594402313232,28.9594402313232,3,3,1,100.5,100.5,14.5,14.5
-12.550802726806825,-19.193369057344693,15.3992799758911,15.8954441070557,27.3332996368408,28.34501953125,21.8333301544189,22.0919494628906,1,10,0,20.5,23,14,11
-150.489620611138,55.37411332718253,25.0946655273438,25.5282775878906,25.3166999816895,25.8949794769287,28.0844402313232,28.4558296203613,0,85,1,120,125,-8.5,-11
-17.944412487100138,-21.186128737583143,9.0338888168335,9.09055614471436,7.34999990463257,7.65000009536743,10.2416696548462,10.3836097717285,10,67,0,24,26,51.5,50.5
-25.757448104828168,-40.31065748655485,13.2252798080444,13.6444396972656,21.2667007446289,21.3500003814697,17.5083293914795,17.5083293914795,0,0,0,29,31,28.5,27.5
26.21167794009759,2.052418881988684,25.832946395874,26.0395023345947,26.4249992370605,26.7783592224121,29.0588893890381,29.0588893890381,19,20.6,1,-5,-4.5,7,6.5
-33.20628881562265,-22.558645902219588,12.0911102294922,12.0911102294922,17.7166996002197,17.7166996002197,17.5083293914795,17.5083293914795,20,20,0,36,36,32,32
-124.01742742612842,15.841430119506876,28.8880805969238,28.9015808105469,27.7791500091553,27.9624706268311,29.1436100006104,29.1436100006104,25,28.2,1,101.5,102,12.5,12.5
-2.882761021955238,4.528313642920808,9.0281114578247,9.0473337173462,7.03332996368408,7.08000202178955,9.8752784729004,9.8752784729004,68,71.2,0,15,16,56,56
3.0214119756627262,40.60249269275113,24.6956712722778,25.0030035018921,24.6042003631592,25.1017002105713,27.8225002288818,27.9751419067383,33,58,0,13,14,-4,-4.5
127.86000918852271,76.17343907136366,26.528999710083,27.2981977462769,25.3374996185303,26.2558002471924,30.209864616394,30.3422203063965,78,85.4,1,-75.5,-70.5,-8,-11.5
-139.88346631164313,-35.21881413553314,4.64972219467163,5.19911136627197,-1.80833005905151,0.575000000000001,6.569167137146,6.66888904571533,1,37.4,0,109,112.5,49,46
122.86880712718842,0.4423367007537632,24.3109468460083,24.3871686935425,25.2375001907349,25.5608606338501,27.1766700744629,27.1766700744629,28,39.2,1,-73.5,-73,18,18
-11.341056328553082,-32.955216285915284,11.6255598068237,11.6255598068237,14.1833000183105,14.1833000183105,14.6416702270508,14.6416702270508,20,20,0,20,20,41,41
5.152474169245578,20.462728921403254,20.4134693145752,21.0506944656372,22.4458503723145,23.629150390625,29.2205600738525,29.3330593109131,24.5,46.5,1,10.5,11.5,6,5
2.822005515576522,-27.131093985454743,9.7334997177124,9.7614444732666,8.4375,8.60333337783814,10.2738852500916,10.4341697692871,6.5,65.8,0,9,11,54.5,53.5
-83.1071845981584,-20.027689063269612,21.7014991760254,22.9908308029175,26.74169921875,27.3575099945068,25.4677791595459,25.4677791595459,2,9,1,68.5,74,24,20
-114.12187830626517,63.20571443161565,26.3736663818359,27.7935604095459,25.1000003814697,26.9024904251099,29.4311103820801,29.4515283584595,55.5,73.5,1,96,98,5,2.5
-137.1475805665471,54.17202639706211,27.4752243041992,28.6728302001953,26.3999996185303,27.1149997711182,29.6825008392334,29.8813896179199,18,69.6,1,111.5,114.5,-7.5,-8.5
-38.336091154291566,-48.3636187480422,7.20616636276245,7.4848334312439,11.6416501998901,12.5383001327515,16.1752796173096,16.1752796173096,1,4.5,0,38,39,38.5,38
174.68231579979596,-37.43245574856338,12.2597198486328,15.6494398117065,21.6499996185303,23.8917007446289,19.9255599975586,22.5022201538086,2,26,0,-114.5,-108.5,32,26.5
-42.866382129098874,1.6798387823182932,8.90883350372314,10.8623857498169,6.46667003631592,12.8549800872803,12.7475004196167,12.7475004196167,30,71.6,0,41,46.5,43,41
-52.313412102483085,-23.828923501059524,20.391947555542,20.6218360900879,23.6667003631592,25.6016998291016,26.3830604553223,28.3977794647217,0,0,0,48,51,18,14
106.5635354879364,14.82599371066807,13.5771364212036,14.1291091918945,15.1041502952576,16.3825096130371,16.0244450569153,17.1187208175659,0.5,18.5,0,-63,-56.5,-34,-41
-129.65907841897172,51.06400184634809,26.86702709198,26.9175287246704,26.3333501815796,26.5450103759766,28.8922252655029,28.9155597686768,43.5,73.6,1,107,107.5,13,12
-34.20424811163563,-29.10790409348088,10.9802261352539,11.8932220458984,11.7417001724243,13.581699848175,15.9488897323608,15.9488897323608,3.5,37.9,0,35.5,37,41,41
-12.112821902991753,-14.59084812294103,10.283501625061,10.7586124420166,9.79166984558105,11.6599998474121,14.3594398498535,14.3594398498535,14,62,0,19.5,23,45.5,42
134.51937949464,34.08695372006502,16.7981433868408,18.5386409759521,17.7541499137878,21.7416898727417,28.0468053817749,28.225830078125,33.5,66.2,1,-80,-79,-4,-4.5
4.639117492411649,-54.793050460623085,6.81716694831848,7.14102792739868,3.02916502952576,4.83750286102295,9.02361106872559,9.02361106872559,4.5,35.6,0,6,9,63,62
-12.59562128231908,-43.66105209149985,8.16055583953857,8.16055583953857,9.3833303451538,9.3833303451538,14.626669883728,14.626669883728,12,12,0,20.5,20.5,41.5,41.5
-33.94305835571164,-51.74076505747018,8.0818886756897,8.36450080871582,9.19999980926514,10.4833520889282,16.1752796173096,16.1752796173096,1,1,0,34.5,36,39.5,39
-149.79285097487076,47.541176125431576,21.2477798461914,21.9266700744629,19.0333003997803,22.9416999816895,26.6236095428467,27.7152805328369,52,78,1,120.5,122,24.5,22
115.96693703262422,10.835778834782618,10.5925243377686,13.6148907661438,9.4291648864746,19.4732997894287,18.561939239502,18.561939239502,0,27.3,0,-68.5,-65,-25.5,-30
-43.53419329790784,-10.255609224939732,19.9013912200928,21.2817794799805,25.2166996002197,27.0466602325439,30.3172206878662,30.3172206878662,1,10,1,40.5,47.5,10.5,5
-109.02358409419594,-41.22886506769144,1.19833302497864,2.69305610656738,-3.15832996368408,1.68333005905151,22.2752799987793,24.7999992370605,0,4,0,79,99,36,28
-1.8804817009614467,3.540324347304852,8.61991653442383,8.6377498626709,6.47083497047424,6.59417004585266,9.8752784729004,9.8752784729004,67.5,71.1,0,14,15.5,56.5,56.5
-19.196637969116424,42.98809160890341,15.2055597305298,15.2055597305298,17.5666999816895,17.5666999816895,25.9913902282715,25.9913902282715,53,53,0,29.5,29.5,-2,-2
-5.335204111082949,-28.19337809745987,15.2597198486328,15.8980598449707,28.0916996002197,28.6082992553711,19.7175006866455,21.0161094665527,0,0,0,14.5,18,16.5,13
-50.40272410300577,-42.617913663799605,10.4458299636841,11.0668043136597,18.3875002861023,21.9583204269409,16.3451399803162,19.2566699981689,0,1.3,0,46.5,48,33.5,32
137.00644324019916,-2.072468207827913,25.6703012466431,25.9454732894897,24.9833002090454,25.1816801071167,27.6051349639893,28.085608291626,13.5,54,1,-84,-83,22.5,22
-1.4934692976600588,4.037721768891555,8.19891681671143,8.35055541992188,5.73749995231628,6.07833089828491,9.8752784729004,9.8752784729004,70,71.3,0,13.5,15.5,57.5,57
6.720082008986117,-27.646607552367218,15.3599685668945,15.6734748840332,28.029200553894,28.6516994476318,22.6654205322266,24.277693939209,0,0,0,7,8.5,15,13
-5.311615663098307,14.335362289730108,10.6252759933472,10.6480520248413,10.2833003997803,10.3433002471924,12.7311096191406,12.8855575561523,67,71.8,0,17.5,18,46.5,46
-7.179460178432417,35.41297655057747,16.534725189209,17.6972208023071,22.3125,22.8500003814697,24.2404203414917,25.8284749984741,29,48,1,19,22.5,-9,-11.5
-27.130716536571004,-19.104502101311468,8.94633378982544,9.37100057601929,9.58334970474243,10.5866998672485,15.0215249061584,15.6689721107483,10.5,50.9,0,31,32.5,40.5,40
-16.73339826537365,17.098137115027498,8.60569429397583,8.78986120223999,5.97916507720947,6.504168176651,12.1338901519775,12.1338901519775,69.5,75.5,0,25.5,26.5,46.5,46
-31.78458599760594,11.290880855283508,13.8000001907349,13.8000001907349,18.2749996185303,18.2749996185303,27.6558303833008,27.6558303833008,23,23,1,37,37,-1.5,-1.5
14.82995857234077,2.2870952468234744,21.1534700393677,21.919864654541,27.6041498184204,28.3208503723145,29.1152801513672,29.1766700744629,16.5,28.5,0,2.5,4,12,9
-4.794614227972964,6.893078093810256,9.31416645050049,9.35205574035644,7.90832996368408,8.4000020980835,9.80916690826416,9.89450035095215,67,70.8,0,16.5,17.5,53,52.5
-14.714316456190854,-58.231291934349755,10.413996887207,10.4152187347412,10.4958500862122,10.5125298500061,11.5547199249268,11.7187198638916,1.5,2.7,0,21,21.5,46.5,46.5
133.04470206994108,29.14202133193031,25.4768882751465,25.5937759399414,25.0333003997803,25.2000194549561,27.1766700744629,27.1766700744629,64,64,1,-79.5,-79,22,21.5
-183.4622032630967,80.61899930826789,22.131388092041,23.5804996490479,22.5499992370605,24.6083404541016,29.8286094665527,29.8359436035156,62,76.6,1,146.5,147.5,-6.5,-8
-27.729297698504258,-48.577714781689835,8.01150016784668,8.17716674804687,10.8832998275757,11.5033000946045,15.7238903045654,15.8588899612427,2,5,0,30.5,31.5,39,38
13.075247660525973,-19.15018828758951,11.0945550918579,11.3977488517761,12.2333498001099,14.0608196258545,14.1638898849487,14.1638898849487,13,56.6,0,2,4.5,44.5,42.5
-146.32635014910707,5.089244931400504,26.3389984130859,26.7147243499756,25.4500007629395,25.8900001525879,28.9174995422363,29.1010601043701,0,0,1,116.5,118.5,-8.5,-9
35.922305987941726,22.282675936795087,25.8577264785767,26.1312826156616,25.8042001724243,25.974200630188,28.9313907623291,28.9313907623291,30.5,46.9,0,-11,-10.5,7,6.5
10.811257970695358,-49.79968553440086,9.8825837135315,10.6897528648376,16.0958499908447,19.3774900436401,15.0141696929932,15.0141696929932,0,0,0,2.5,5,35,33
1.8245166260880286,-45.208059927829154,13.3971702575684,13.6328332901001,21.254150390625,21.9508596420288,16.625,16.625,0,0,0,9.5,11,32.5,30.5
0.9621034578768315,-65.41946328294284,9.45491666793823,9.47330560684204,7.40416502952576,7.4608329296112,10.2669401168823,10.2669401168823,4,4.8,0,9.5,10,55.5,55.5
-27.961604920687932,1.9373737185067883,19.1512498855591,19.3627796173096,22.6750001907349,23.2958498001099,24.3016700744629,24.3016700744629,6,21.5,0,33.5,34,1,-1
-131.53301093033025,-10.371218318347056,27.7702808380127,27.7702808380127,27.5417003631592,27.5417003631592,28.9155597686768,28.9155597686768,0,0,1,106,106,9.5,9.5
12.702576929200063,-29.76728833039657,10.6029196739197,10.6981430053711,10.3417000770569,10.7841696739197,11.7916698455811,12.0112824440002,13,48.9,0,2,4,50,49
19.41635509441997,1.0034051083465314,27.5575008392334,27.5575008392334,27.38330078125,27.38330078125,29.0588893890381,29.0588893890381,17,17,1,0,0,5.5,5.5
-17.29820405602375,-4.172578996122095,7.74663891792297,7.77780561447144,4.09167003631592,4.51916918754578,8.72472190856934,8.87277793884277,57.5,71.4,0,24,26.5,60.5,60
129.86088000099878,1.1134814164975675,9.64472198486328,9.64472198486328,10.9083003997803,10.9083003997803,29.725830078125,29.725830078125,27,27,1,-77.5,-77.5,0.5,0.5
-15.794630358195095,30.539283157744297,20.6507781982422,21.0061641693115,24.2833003997803,24.5766605377197,25.8672199249268,26.0799999237061,40,50.2,0,25,27.5,7.5,5
-22.843617582301146,29.964909141870425,18.4892757415771,19.0442802429199,22.0750007629395,22.9100204467773,24.3016700744629,24.3016700744629,24,44.6,1,30.5,32.5,-6,-9
-80.47426462321754,-46.91991497235657,2.650221991539,3.78322193622589,4.5,7.04666404724121,17.7827796936035,17.8723320007324,0,0,0,68,69,34,34
15.656728161468067,-13.580366618605595,18.9352806091309,19.0149444580078,28.1749992370605,28.3683002471924,27.5833301544189,28.0625019073486,6,13.6,1,1.5,2.5,12,11.5
-119.70099441899963,70.71993210899033,28.477498626709,28.8946098327637,25.4167003631592,26.0233402252197,29.6972198486328,29.7606666564941,67,76,1,101,101.5,5,3.5
0.5307687716786691,-47.69126410127462,14.8679960250854,14.9515520095825,18.88330078125,19.7166595458984,16.625,16.625,0,0,0,10.5,11.5,34.5,34.5
225.006257772898,18.339291175943615,20.9422206878662,20.9422206878662,21.4083003997803,21.4083003997803,25.6873598098755,26.3674722671509,22.70145875251509,35.21498993963784,1,-149,-138.5,-18,-22.5
138.99728217880565,-28.16508481684004,9.17416667938232,9.63527774810791,6.05833005905151,8.70833015441895,10.7941703796387,12.3491697311401,5,68,0,-90,-82,48,41.5
108.7546476309192,39.573990019109644,19.6662549972534,20.3088903427124,24.1791505813599,24.9666500091553,26.0298643112183,26.499719619751,38,43,1,-62,-59.5,-20.5,-22
-110.32324038746025,55.764270479311925,25.2162504196167,25.6001428604126,25.0083494186401,26.1591798782349,27.327220916748,27.327220916748,64,77.7,1,92.5,95,21,17.5
-34.446603904186624,-1.3314684959490188,8.08811130523682,8.10788898468017,8.73750019073486,8.8608362197876,15.9488897323608,15.9488897323608,40.5,56.1,0,37.5,38,40.5,40.5
141.59503545381733,-2.583512756029313,24.1957223892212,24.52005443573,26.0749998092651,26.0950002670288,29.1749992370605,29.1749992370605,25.5,29.1,1,-86.5,-86.5,12.5,12
-40.15739929643631,-50.02498084210996,6.31322250366211,6.44961156845093,7.52500009536743,8.386665725708,15.9488897323608,16.1752796173096,2,3.8,0,39,40.5,39.5,39
31.192359549143035,24.70264797033803,23.5793619155884,23.8099737167358,24.9749994277954,25.1616395950317,29.0588893890381,29.0588893890381,40,44,1,-7.5,-7,7,7
-22.047929432087887,-45.09650793139356,10.4342800140381,10.7182800292969,9.32499980926514,10.4116399765015,12.9486103057861,12.9486103057861,6,18,0,26.5,27.5,45,45
-36.27051759114032,-44.82636161722305,8.5485276222229,8.69524984359741,15.8125,16.6891403198242,16.7622241973877,17.0337802886963,0.5,0.9,0,37,37.5,32.5,32.5
